satellite,UT Date,UT time,Sat(lon) [deg],Sat(lat) [deg],Sat(alt) [km],Sat(Azimuth) [deg],Sat(Elevation),[deg] SatRA[hr],SatDEC[deg],SunRA[hr],SunDEC[deg],SunZenithAngle[deg],SatAngularSpeed [arcsecs/sec]
ONEWEB-0152,2021-05-07,23:28:30,-66.308368,-17.525874,1215.54,20.090,32.521,11h03m19.434s,025:29:8.212,3.0105962,17.0862116,108.704,0514.608
ONEWEB-0152,2021-05-07,23:29:30,-66.423784,-20.818476,1216.58,25.860,42.363,11h07m21.549s,014:39:10.192,3.0106412,17.0864000,108.919,0684.561
ONEWEB-0152,2021-05-07,23:30:30,-66.533221,-24.109180,1217.69,37.161,54.279,11h13m12.406s,000:39:0.356,3.0106862,17.0865885,109.135,0985.338
ONEWEB-0152,2021-05-07,23:31:30,-66.635281,-27.397797,1218.87,63.804,65.844,11h21m49.408s,-16:38:7.283,3.0107312,17.0867769,109.350,1742.687
ONEWEB-0152,2021-05-07,23:32:30,-66.728312,-30.684155,1220.10,113.287,67.535,11h35m4.179s,-35:34:23.536,3.0107761,17.0869653,109.565,2970.732
ONEWEB-0152,2021-05-07,23:33:30,-66.810328,-33.968100,1221.38,145.582,57.129,11h56m58.626s,-53:07:11.333,3.0108211,17.0871538,109.781,2035.821
ONEWEB-0152,2021-05-07,23:34:30,-66.878903,-37.249498,1222.68,159.011,44.978,12h37m34.453s,-67:03:27.826,3.0108661,17.0873422,109.997,1086.605
ONEWEB-0152,2021-05-07,23:35:30,-66.931012,-40.528233,1224.00,165.554,34.711,14h04m0.445s,-76:30:38.572,3.0109111,17.0875306,110.212,0730.476
ONEWEB-0153,2021-05-07,23:09:30,-61.522809,-19.037931,1216.73,41.551,30.334,11h58m4.878s,018:36:7.833,3.0097415,17.0826306,104.629,0574.731
ONEWEB-0153,2021-05-07,23:10:30,-61.636704,-22.329240,1217.86,51.957,37.521,12h06m44.460s,007:31:53.263,3.0097865,17.0828191,104.843,0758.794
ONEWEB-0153,2021-05-07,23:11:30,-61.744060,-25.618518,1219.06,67.697,44.272,12h18m37.941s,-05:50:48.070,3.0098315,17.0830076,105.057,1027.650
ONEWEB-0153,2021-05-07,23:12:30,-61.843383,-28.905584,1220.32,89.591,48.152,12h35m8.619s,-20:58:14.784,3.0098765,17.0831961,105.271,1334.092
ONEWEB-0153,2021-05-07,23:13:30,-61.932893,-32.190276,1221.62,113.333,46.841,12h58m31.652s,-36:14:34.401,3.0099215,17.0833846,105.485,1426.683
ONEWEB-0153,2021-05-07,23:14:30,-62.010438,-35.472450,1222.97,132.321,41.236,13h32m22.518s,-49:41:48.419,3.0099664,17.0835731,105.699,1187.886
ONEWEB-0153,2021-05-07,23:15:30,-62.073360,-38.751983,1224.33,145.160,34.109,14h21m43.281s,-60:00:24.407,3.0100114,17.0837615,105.913,0881.062
ONEWEB-0116,2021-05-07,23:24:30,-65.270899,-19.620535,1218.75,28.572,37.215,11h19m11.747s,018:28:13.027,3.0104163,17.0854578,107.844,0615.539
ONEWEB-0116,2021-05-07,23:25:30,-65.382725,-22.910200,1219.83,38.454,47.488,11h25m32.240s,005:56:59.536,3.0104613,17.0856462,108.059,0855.307
ONEWEB-0116,2021-05-07,23:26:30,-65.487715,-26.197852,1220.98,57.966,58.136,11h34m39.450s,-09:42:30.145,3.0105062,17.0858347,108.274,1333.702
ONEWEB-0116,2021-05-07,23:27:30,-65.584321,-29.483315,1222.18,94.142,63.546,11h48m9.494s,-27:37:43.615,3.0105512,17.0860231,108.489,2194.653
ONEWEB-0116,2021-05-07,23:28:30,-65.670692,-32.766430,1223.44,130.153,58.085,12h09m11.002s,-45:18:4.441,3.0105962,17.0862116,108.704,2185.404
ONEWEB-0116,2021-05-07,23:29:30,-65.744581,-36.047059,1224.72,149.491,47.486,12h44m26.934s,-60:08:13.197,3.0106412,17.0864000,108.919,1323.145
ONEWEB-0116,2021-05-07,23:30:30,-65.803208,-39.325078,1226.02,159.267,37.289,13h48m45.114s,-70:51:2.899,3.0106862,17.0865885,109.135,0847.513
ONEWEB-0113,2021-05-07,22:50:30,-56.461138,-25.226238,1221.82,75.819,30.147,12h59m4.694s,-03:20:46.672,3.0088869,17.0790489,100.585,0748.694
ONEWEB-0113,2021-05-07,22:51:30,-56.560559,-28.511715,1223.02,90.032,32.508,13h15m16.176s,-15:07:41.041,3.0089319,17.0792374,100.797,0864.454
ONEWEB-0113,2021-05-07,22:52:30,-56.650343,-31.794883,1224.27,105.303,32.649,13h36m21.573s,-27:06:39.325,3.0089769,17.0794259,101.009,0916.317
ONEWEB-0113,2021-05-07,22:53:30,-56.728373,-35.075597,1225.55,119.679,30.524,14h03m46.369s,-38:13:51.174,3.0090218,17.0796145,101.221,0871.915
ONEWEB-0158,2021-05-07,23:46:30,-70.776130,-18.306075,1216.22,359.768,36.839,10h05m42.944s,024:01:35.975,3.0114059,17.0896033,112.588,21575.661
ONEWEB-0158,2021-05-07,23:47:30,-70.890204,-21.597980,1217.26,358.877,48.692,10h04m33.005s,012:09:40.698,3.0114509,17.0897917,112.804,0713.178
ONEWEB-0158,2021-05-07,23:48:30,-70.997985,-24.887954,1218.38,356.798,64.197,10h03m3.739s,-03:22:33.394,3.0114959,17.0899801,113.021,0938.602
ONEWEB-0158,2021-05-07,23:49:30,-71.098022,-28.175812,1219.56,343.217,83.009,10h01m0.466s,-22:26:22.991,3.0115409,17.0901685,113.237,1392.167
ONEWEB-0158,2021-05-07,23:50:30,-71.188590,-31.461385,1220.79,190.102,76.282,09h57m52.308s,-42:37:19.664,3.0115858,17.0903569,113.453,9195.747
ONEWEB-0158,2021-05-07,23:51:30,-71.267611,-34.744526,1222.06,184.628,58.466,09h52m20.181s,-60:31:18.347,3.0116308,17.0905453,113.670,1118.313
ONEWEB-0158,2021-05-07,23:52:30,-71.332532,-38.025103,1223.35,183.123,44.374,09h39m40.921s,-74:35:44.671,3.0116758,17.0907337,113.887,0850.335
ONEWEB-0162,2021-05-07,23:10:30,-61.733123,-20.991395,1218.83,46.717,34.861,12h01m16.362s,012:20:32.304,3.0097865,17.0828191,104.843,0676.622
ONEWEB-0162,2021-05-07,23:11:30,-61.842406,-24.280433,1219.95,60.090,42.114,12h11m38.644s,000:09:30.127,3.0098315,17.0830076,105.057,0912.781
ONEWEB-0162,2021-05-07,23:12:30,-61.944246,-27.567370,1221.14,79.838,47.625,12h25m58.962s,-14:47:6.009,3.0098765,17.0831961,105.271,1230.165
ONEWEB-0162,2021-05-07,23:13:30,-62.036981,-30.852039,1222.38,104.080,48.539,12h46m9.357s,-30:19:44.484,3.0099215,17.0833846,105.485,1455.507
ONEWEB-0162,2021-05-07,23:14:30,-62.118610,-34.134290,1223.66,125.753,44.250,13h15m12.338s,-44:48:37.654,3.0099664,17.0835731,105.699,1325.652
ONEWEB-0162,2021-05-07,23:15:30,-62.186685,-37.413990,1224.96,140.982,37.318,13h57m47.157s,-56:32:57.477,3.0100114,17.0837615,105.913,1003.907
ONEWEB-0162,2021-05-07,23:16:30,-62.238155,-40.691026,1226.28,150.941,30.119,14h59m8.536s,-64:43:19.246,3.0100564,17.0839500,106.127,0737.336
ONEWEB-0148,2021-05-07,23:48:30,-71.253532,-18.601040,1216.09,357.306,37.733,09h59m16.462s,023:04:59.221,3.0114959,17.0899801,113.021,0557.937
ONEWEB-0148,2021-05-07,23:49:30,-71.367019,-21.892756,1217.20,355.377,49.831,09h57m27.037s,010:55:9.760,3.0115409,17.0901685,113.237,0735.049
ONEWEB-0148,2021-05-07,23:50:30,-71.474091,-25.182467,1218.39,350.562,65.520,09h55m0.702s,-04:56:58.054,3.0115858,17.0903569,113.453,0984.663
ONEWEB-0148,2021-05-07,23:51:30,-71.573275,-28.469991,1219.63,316.480,83.300,09h51m31.249s,-24:12:0.029,3.0116308,17.0905453,113.670,2306.443
ONEWEB-0148,2021-05-07,23:52:30,-71.662819,-31.755164,1220.93,197.666,74.011,09h46m2.656s,-44:13:59.645,3.0116758,17.0907337,113.887,7150.600
ONEWEB-0160,2021-05-07,22:49:30,-56.027455,-29.802353,1219.26,96.057,31.408,13h26m13.145s,-19:20:42.876,3.0088419,17.0788603,100.373,0862.729
ONEWEB-0160,2021-05-07,22:50:30,-56.112347,-33.087111,1220.53,110.671,30.721,13h49m17.080s,-30:50:39.456,3.0088869,17.0790489,100.585,0877.828
ONEWEB-0163,2021-05-07,23:31:30,-66.992003,-17.991051,1216.22,17.769,34.349,10h55m42.218s,024:21:0.638,3.0107312,17.0867769,109.350,0532.697
ONEWEB-0163,2021-05-07,23:32:30,-67.106579,-21.283112,1217.31,23.232,44.877,10h59m14.038s,013:01:45.801,3.0107761,17.0869653,109.565,0711.621
ONEWEB-0163,2021-05-07,23:33:30,-67.214991,-24.573213,1218.47,34.722,57.758,11h04m24.447s,-01:38:30.158,3.0108211,17.0871538,109.781,1035.717
ONEWEB-0163,2021-05-07,23:34:30,-67.315809,-27.861166,1219.70,65.963,70.008,11h12m8.484s,-19:37:16.540,3.0108661,17.0873422,109.997,2013.417
ONEWEB-0163,2021-05-07,23:35:30,-67.407337,-31.146800,1220.99,124.070,69.297,11h24m17.102s,-38:55:43.661,3.0109111,17.0875306,110.212,3486.644
ONEWEB-0163,2021-05-07,23:36:30,-67.487537,-34.429964,1222.31,152.713,56.741,11h45m5.076s,-56:23:12.232,3.0109561,17.0877191,110.428,1876.441
ONEWEB-0163,2021-05-07,23:37:30,-67.553908,-37.710527,1223.66,163.397,44.091,12h26m14.353s,-70:02:2.368,3.0110011,17.0879075,110.644,0993.486
ONEWEB-0163,2021-05-07,23:38:30,-67.603326,-40.988373,1225.03,168.538,33.824,14h05m45.136s,-79:07:57.346,3.0110460,17.0880959,110.859,0688.966
ONEWEB-0159,2021-05-07,23:24:30,-65.270463,-17.699171,1215.81,24.670,32.021,11h16m1.861s,024:32:2.791,3.0104163,17.0854578,107.844,0523.509
ONEWEB-0159,2021-05-07,23:25:30,-65.385411,-20.991481,1216.89,31.641,41.366,11h21m8.566s,013:41:26.949,3.0104613,17.0856462,108.059,0699.536
ONEWEB-0159,2021-05-07,23:26:30,-65.494306,-24.281851,1218.04,44.556,52.210,11h28m26.960s,000:10:31.337,3.0105062,17.0858347,108.274,1011.819
ONEWEB-0159,2021-05-07,23:27:30,-65.595735,-27.570093,1219.26,70.838,61.788,11h39m4.235s,-17:03:3.565,3.0105512,17.0860231,108.489,1678.329
ONEWEB-0159,2021-05-07,23:28:30,-65.688031,-30.856035,1220.53,111.300,62.703,11h55m6.715s,-35:18:18.307,3.0105962,17.0862116,108.704,2428.377
ONEWEB-0159,2021-05-07,23:29:30,-65.769185,-34.139528,1221.85,140.322,53.948,12h20m52.525s,-52:05:52.118,3.0106412,17.0864000,108.919,1818.842
ONEWEB-0159,2021-05-07,23:30:30,-65.836740,-37.420439,1223.18,154.625,43.079,13h05m53.161s,-65:20:13.878,3.0106862,17.0865885,109.135,1077.866
ONEWEB-0159,2021-05-07,23:31:30,-65.887635,-40.698652,1224.53,162.163,33.521,14h30m3.760s,-74:07:16.694,3.0107312,17.0867769,109.350,0730.330
ONEWEB-0164,2021-05-07,23:49:30,-71.619279,-16.168737,1219.30,356.216,30.717,09h54m28.349s,030:02:34.323,3.0115409,17.0901685,113.237,0464.517
ONEWEB-0164,2021-05-07,23:50:30,-71.736766,-19.459425,1220.29,354.412,40.556,09h52m28.794s,020:06:45.183,3.0115858,17.0903569,113.453,0600.151
ONEWEB-0164,2021-05-07,23:51:30,-71.848797,-22.748310,1221.37,350.927,53.403,09h49m51.971s,007:04:33.061,3.0116308,17.0905453,113.670,0798.667
ONEWEB-0164,2021-05-07,23:52:30,-71.954059,-26.035195,1222.51,341.034,69.588,09h46m15.641s,-09:41:53.033,3.0116758,17.0907337,113.887,1138.166
ONEWEB-0167,2021-05-07,23:41:30,-69.627642,-16.492489,1215.52,04.796,31.459,10h20m14.511s,029:14:38.739,3.0111810,17.0886612,111.507,0472.183
ONEWEB-0167,2021-05-07,23:42:30,-69.744865,-19.785509,1216.55,05.643,41.609,10h20m23.058s,019:03:57.804,3.0112260,17.0888496,111.723,0611.140
ONEWEB-0167,2021-05-07,23:43:30,-69.856517,-23.076680,1217.66,07.459,54.957,10h20m46.955s,005:39:36.232,3.0112710,17.0890380,111.939,0808.268
ONEWEB-0167,2021-05-07,23:44:30,-69.961265,-26.365804,1218.84,13.473,71.990,10h21m32.335s,-11:34:2.283,3.0113159,17.0892264,112.155,1083.824
ONEWEB-0167,2021-05-07,23:45:30,-70.057547,-29.652705,1220.08,124.125,85.599,10h22m52.017s,-31:32:51.745,3.0113609,17.0894149,112.372,6689.120
ONEWEB-0167,2021-05-07,23:46:30,-70.143497,-32.937223,1221.37,172.348,67.810,10h25m16.159s,-51:04:18.842,3.0114059,17.0896033,112.588,3083.993
ONEWEB-0167,2021-05-07,23:47:30,-70.216843,-36.219217,1222.68,176.575,51.677,10h30m13.703s,-67:20:4.199,3.0114509,17.0897917,112.804,1000.690
ONEWEB-0167,2021-05-07,23:48:30,-70.274773,-39.498565,1224.02,178.017,39.220,10h44m42.366s,-79:48:24.876,3.0114959,17.0899801,113.021,0752.387
ONEWEB-0170,2021-05-07,23:32:30,-67.316562,-18.389093,1219.30,16.823,35.803,10h51m39.773s,023:10:22.985,3.0107761,17.0869653,109.565,0549.262
ONEWEB-0170,2021-05-07,23:33:30,-67.430908,-21.679129,1220.33,22.279,46.797,10h54m58.598s,011:27:18.772,3.0108211,17.0871538,109.781,0736.356
ONEWEB-0170,2021-05-07,23:34:30,-67.538950,-24.967241,1221.44,34.371,60.238,10h59m51.846s,-03:42:26.568,3.0108661,17.0873422,109.997,1084.804
ONEWEB-0170,2021-05-07,23:35:30,-67.639236,-28.253243,1222.61,70.509,72.436,11h07m14.219s,-22:05:47.187,3.0109111,17.0875306,110.212,2288.461
ONEWEB-0170,2021-05-07,23:36:30,-67.730043,-31.536965,1223.84,132.020,69.283,11h18m58.520s,-41:28:2.894,3.0109561,17.0877191,110.428,3695.505
ONEWEB-0170,2021-05-07,23:37:30,-67.809291,-34.818258,1225.11,156.679,55.726,11h39m33.419s,-58:39:0.342,3.0110011,17.0879075,110.644,1688.394
ONEWEB-0170,2021-05-07,23:38:30,-67.874425,-38.096990,1226.40,165.675,43.066,12h22m8.484s,-71:55:57.342,3.0110460,17.0880959,110.859,0931.858
ONEWEB-0170,2021-05-07,23:39:30,-67.922248,-41.373046,1227.71,170.048,32.963,14h14m21.501s,-80:37:22.554,3.0110910,17.0882844,111.075,0660.524
ONEWEB-0168,2021-05-07,23:35:30,-68.396372,-18.054819,1218.47,11.342,35.497,10h36m1.863s,024:30:2.044,3.0109111,17.0875306,110.212,0532.446
ONEWEB-0168,2021-05-07,23:36:30,-68.511067,-21.345303,1219.53,14.780,46.709,10h37m55.138s,012:59:31.683,3.0109561,17.0877191,110.428,0703.633
ONEWEB-0168,2021-05-07,23:37:30,-68.619585,-24.633855,1220.66,22.721,61.019,10h40m47.510s,-02:02:9.516,3.0110011,17.0879075,110.644,0981.931
ONEWEB-0168,2021-05-07,23:38:30,-68.720494,-27.920290,1221.86,53.465,76.418,10h45m12.640s,-20:33:36.756,3.0110460,17.0880959,110.859,2063.132
ONEWEB-0168,2021-05-07,23:39:30,-68.812099,-31.204438,1223.10,139.970,74.408,10h52m21.220s,-40:27:3.357,3.0110910,17.0882844,111.075,5191.702
ONEWEB-0168,2021-05-07,23:40:30,-68.892357,-34.486151,1224.39,163.799,58.744,11h05m7.504s,-58:22:23.613,3.0111360,17.0884728,111.291,1710.945
ONEWEB-0168,2021-05-07,23:41:30,-68.958764,-37.765297,1225.70,170.596,44.977,11h32m52.597s,-72:30:19.082,3.0111810,17.0886612,111.507,0921.254
ONEWEB-0168,2021-05-07,23:42:30,-69.008193,-41.041764,1227.02,173.648,34.263,13h04m10.518s,-82:32:19.995,3.0112260,17.0888496,111.723,0668.392
ONEWEB-0171,2021-05-07,22:52:30,-56.759237,-27.775047,1220.09,86.530,32.627,13h10m30.085s,-12:31:36.990,3.0089769,17.0794259,101.009,0854.144
ONEWEB-0171,2021-05-07,22:53:30,-56.850911,-31.060330,1221.34,101.970,33.299,13h30m30.724s,-24:41:14.430,3.0090218,17.0796145,101.221,0927.288
ONEWEB-0171,2021-05-07,22:54:30,-56.931307,-34.343172,1222.64,116.906,31.568,13h56m37.406s,-36:12:15.041,3.0090668,17.0798030,101.434,0902.154
ONEWEB-0174,2021-05-07,23:17:30,-62.200752,-27.126366,656.19,76.296,31.609,13h22m1.932s,-04:28:15.181,3.0101014,17.0841385,106.342,1327.728
ONEWEB-0174,2021-05-07,23:18:30,-62.277754,-30.806530,657.88,104.002,33.029,13h59m12.083s,-26:12:25.560,3.0101464,17.0843270,106.556,1664.556
ONEWEB-0175,2021-05-07,23:41:30,-69.478607,-17.940231,1219.34,06.075,35.607,10h23m18.116s,025:00:45.700,3.0111810,17.0886612,111.507,0526.748
ONEWEB-0175,2021-05-07,23:42:30,-69.593585,-21.230291,1220.37,07.580,47.008,10h23m48.072s,013:33:0.682,3.0112260,17.0888496,111.723,0690.041
ONEWEB-0175,2021-05-07,23:43:30,-69.702437,-24.518446,1221.48,11.231,61.888,10h24m41.979s,-01:28:42.857,3.0112710,17.0890380,111.939,0919.236
ONEWEB-0175,2021-05-07,23:44:30,-69.803739,-27.804508,1222.65,29.595,79.745,10h26m12.156s,-20:07:15.753,3.0113159,17.0892264,112.155,1536.874
ONEWEB-0175,2021-05-07,23:45:30,-69.895808,-31.088306,1223.88,158.635,77.925,10h28m45.092s,-40:16:21.255,3.0113609,17.0894149,112.372,7743.180
ONEWEB-0175,2021-05-07,23:46:30,-69.976619,-34.369689,1225.15,173.031,60.275,10h33m27.820s,-58:31:22.499,3.0114059,17.0896033,112.588,1366.556
ONEWEB-0175,2021-05-07,23:47:30,-70.043687,-37.648525,1226.45,176.267,45.853,10h44m8.885s,-73:02:46.189,3.0114509,17.0897917,112.804,0886.849
ONEWEB-0175,2021-05-07,23:48:30,-70.093913,-40.924696,1227.75,177.616,34.831,11h26m43.931s,-83:58:20.651,3.0114959,17.0899801,113.021,0666.280
ONEWEB-0177,2021-05-07,23:02:30,-59.394245,-24.104077,1217.66,65.780,35.506,12h34m19.003s,000:33:40.983,3.0094267,17.0813111,103.135,0807.432
ONEWEB-0177,2021-05-07,23:03:30,-59.495946,-27.392797,1218.88,82.078,39.638,12h49m13.745s,-12:32:5.603,3.0094717,17.0814996,103.348,1008.831
ONEWEB-0177,2021-05-07,23:04:30,-59.588600,-30.679218,1220.16,101.112,40.707,13h09m23.141s,-26:22:50.563,3.0095166,17.0816881,103.562,1143.871
ONEWEB-0177,2021-05-07,23:05:30,-59.670218,-33.963185,1221.48,119.286,38.187,13h36m52.234s,-39:29:58.379,3.0095616,17.0818766,103.775,1100.882
ONEWEB-0177,2021-05-07,23:06:30,-59.738367,-37.244563,1222.84,133.795,33.276,14h14m23.291s,-50:31:0.401,3.0096066,17.0820651,103.988,0919.037
ONEWEB-0178,2021-05-07,23:17:30,-63.269922,-20.665033,1217.79,39.985,36.887,11h45m29.798s,014:05:53.215,3.0101014,17.0841385,106.342,0672.182
ONEWEB-0178,2021-05-07,23:18:30,-63.379384,-23.954971,1218.92,52.932,45.527,11h54m33.752s,001:15:23.864,3.0101464,17.0843270,106.556,0933.909
ONEWEB-0178,2021-05-07,23:19:30,-63.481527,-27.242818,1220.11,74.307,52.773,12h07m20.056s,-14:08:17.533,3.0101914,17.0845154,106.771,1354.191
ONEWEB-0178,2021-05-07,23:20:30,-63.574710,-30.528403,1221.35,103.308,54.434,12h25m46.332s,-30:49:59.516,3.0102363,17.0847039,106.985,1742.891
ONEWEB-0178,2021-05-07,23:21:30,-63.656965,-33.811571,1222.64,128.771,49.149,12h53m22.070s,-46:31:19.668,3.0102813,17.0848924,107.200,1560.333
ONEWEB-0178,2021-05-07,23:22:30,-63.725882,-37.092189,1223.96,144.954,40.766,13h36m18.291s,-59:13:14.114,3.0103263,17.0850808,107.414,1093.553
ONEWEB-0178,2021-05-07,23:23:30,-63.778469,-40.370137,1225.29,154.659,32.468,14h43m38.882s,-67:58:29.740,3.0103713,17.0852693,107.629,0766.095
ONEWEB-0169,2021-05-07,23:15:30,-62.908677,-21.245265,1217.79,43.318,37.658,11h50m21.783s,011:54:3.704,3.0100114,17.0837615,105.913,0705.773
ONEWEB-0169,2021-05-07,23:16:30,-63.017172,-24.534832,1218.93,57.448,45.906,12h00m16.362s,-01:16:0.804,3.0100564,17.0839500,106.127,0981.722
ONEWEB-0169,2021-05-07,23:17:30,-63.118091,-27.822279,1220.12,79.783,52.127,12h14m12.386s,-16:46:47.422,3.0101014,17.0841385,106.342,1391.071
ONEWEB-0169,2021-05-07,23:18:30,-63.209743,-31.107438,1221.37,107.698,52.510,12h34m17.079s,-33:11:32.215,3.0101464,17.0843270,106.556,1675.112
ONEWEB-0169,2021-05-07,23:19:30,-63.290094,-34.390163,1222.66,130.881,46.772,13h04m12.461s,-48:13:59.264,3.0101914,17.0845154,106.771,1432.939
ONEWEB-0169,2021-05-07,23:20:30,-63.356648,-37.670323,1223.97,145.701,38.637,13h50m12.337s,-60:08:14.938,3.0102363,17.0847039,106.985,1014.304
ONEWEB-0169,2021-05-07,23:21:30,-63.406294,-40.947805,1225.28,154.823,30.741,15h00m9.633s,-68:06:23.196,3.0102813,17.0848924,107.200,0723.952
ONEWEB-0176,2021-05-07,22:34:30,-82.326337,-26.366193,963.12,282.904,31.578,05h08m26.834s,-05:10:18.974,3.0081672,17.0760320,097.207,0990.184
ONEWEB-0176,2021-05-07,22:35:30,-82.418671,-29.828256,964.54,263.919,33.096,04h45m23.194s,-20:09:53.253,3.0082122,17.0762206,097.418,1142.725
ONEWEB-0176,2021-05-07,22:36:30,-82.499750,-33.287469,966.03,245.258,31.111,04h14m42.769s,-34:27:18.563,3.0082572,17.0764091,097.628,1125.946
ONEWEB-0184,2021-05-07,22:41:30,-80.589648,4.752411,9708.92,342.786,36.063,08h01m8.807s,022:46:58.592,3.0084821,17.0773520,098.682,2133.461
ONEWEB-0184,2021-05-07,22:42:30,-79.678184,-25.911223,9710.08,290.707,75.821,08h04m45.740s,-23:24:16.870,3.0085271,17.0775405,098.893,3931.252
ONEWEB-0184,2021-05-07,22:43:30,-77.835160,-56.486940,9723.87,188.466,46.499,07h50m0.724s,-71:29:24.224,3.0085720,17.0777291,099.104,6381.788
ONEWEB-0184,2021-05-07,22:53:30,-83.375431,-1.545594,9691.75,334.170,42.940,07h56m35.929s,014:04:26.639,3.0090218,17.0796145,101.221,2267.432
ONEWEB-0184,2021-05-07,22:54:30,-82.395229,-32.192670,9696.10,250.778,72.824,07h56m37.049s,-33:25:38.168,3.0090668,17.0798030,101.434,5315.142
ONEWEB-0184,2021-05-07,22:55:30,-79.966252,-62.728888,9711.00,187.569,37.727,06h59m3.980s,-79:25:40.313,3.0091118,17.0799915,101.646,4337.973
ONEWEB-0184,2021-05-07,23:05:30,-86.163474,-7.744404,9675.38,322.880,48.955,07h51m41.586s,005:07:39.858,3.0095616,17.0818766,103.775,2436.261
ONEWEB-0184,2021-05-07,23:06:30,-85.074530,-38.370313,9682.51,228.802,65.577,07h46m6.605s,-42:59:34.273,3.0096066,17.0820651,103.988,5732.117
ONEWEB-0184,2021-05-07,23:17:30,-88.948585,-13.844145,9659.73,308.493,53.481,07h46m13.422s,-03:55:47.354,3.0101014,17.0841385,106.342,2668.152
ONEWEB-0184,2021-05-07,23:18:30,-87.698869,-44.444680,9669.27,216.982,57.324,07h31m49.406s,-51:55:14.767,3.0101464,17.0843270,106.556,5495.476
ONEWEB-0184,2021-05-07,23:29:30,-91.725470,-19.844987,9644.74,291.486,55.842,07h39m57.197s,-12:56:42.012,3.0106412,17.0864000,108.919,2973.958
ONEWEB-0184,2021-05-07,23:30:30,-90.242086,-50.416127,9656.34,209.369,49.178,07h11m12.344s,-60:03:48.092,3.0106862,17.0865885,109.135,4943.220
ONEWEB-0184,2021-05-07,23:41:30,-94.488263,-25.746609,9630.36,273.751,55.685,07h32m35.150s,-21:45:17.220,3.0111810,17.0886612,111.507,3294.709
ONEWEB-0184,2021-05-07,23:42:30,-92.661633,-56.284259,9643.64,203.657,41.500,06h39m20.303s,-67:15:19.377,3.0112260,17.0888496,111.723,4290.902
ONEWEB-0184,2021-05-07,23:52:30,-98.199837,-0.940532,9612.66,312.195,31.619,07h30m12.727s,014:06:50.781,3.0116758,17.0907337,113.887,2176.227
ONEWEB-0209,2021-05-07,22:34:30,-78.460344,0.195860,5576.52,344.521,33.179,07h56m43.379s,025:56:42.058,3.0081672,17.0760320,097.207,2069.570
ONEWEB-0209,2021-05-07,22:35:30,-77.595636,-28.321152,5580.93,277.148,77.034,07h57m49.904s,-26:48:15.656,3.0082122,17.0762206,097.418,4823.362
ONEWEB-0209,2021-05-07,22:36:30,-75.818929,-56.727542,5593.89,186.022,37.198,06h55m51.782s,-80:35:11.071,3.0082572,17.0764091,097.628,5967.167
ONEWEB-0209,2021-05-07,22:47:30,-81.402286,-8.643588,5562.90,331.882,44.884,07h47m39.352s,011:37:25.431,3.0087520,17.0784832,099.950,2379.442
ONEWEB-0209,2021-05-07,22:48:30,-80.408378,-37.129714,5570.70,223.314,66.362,07h37m57.798s,-44:33:30.805,3.0087969,17.0786718,100.161,6640.359
ONEWEB-0209,2021-05-07,23:00:30,-84.333095,-17.372564,5550.53,310.580,54.887,07h36m36.135s,-04:08:54.979,3.0093367,17.0809341,102.709,2859.706
ONEWEB-0209,2021-05-07,23:01:30,-83.110545,-45.818213,5560.99,207.080,51.294,07h02m48.522s,-60:05:54.965,3.0093817,17.0811226,102.922,6213.715
ONEWEB-0209,2021-05-07,23:13:30,-87.235493,-25.989133,5539.26,278.625,59.037,07h22m1.228s,-20:32:52.624,3.0099215,17.0833846,105.485,3656.509
ONEWEB-0209,2021-05-07,23:14:30,-85.616440,-54.385881,5551.56,199.052,37.612,05h46m55.451s,-72:05:57.342,3.0099664,17.0835731,105.699,4944.427
ONEWEB-0209,2021-05-07,23:25:30,-91.032063,-6.021225,5522.31,316.461,33.304,07h18m59.678s,015:08:28.097,3.0104613,17.0856462,108.059,2211.190
ONEWEB-0209,2021-05-07,23:26:30,-90.086577,-34.491492,5528.90,247.391,54.772,07h01m19.449s,-36:18:48.924,3.0105062,17.0858347,108.274,4339.744
ONEWEB-0209,2021-05-07,23:38:30,-93.980853,-14.444368,5509.63,299.521,39.448,07h09m38.134s,001:16:34.786,3.0110460,17.0880959,110.859,2520.684
ONEWEB-0209,2021-05-07,23:39:30,-92.851369,-42.877439,5519.21,226.567,45.611,06h29m42.330s,-50:13:54.658,3.0110910,17.0882844,111.075,4392.796
ONEWEB-0209,2021-05-07,23:51:30,-96.909494,-22.756763,5498.01,279.304,42.190,06h57m16.269s,-12:53:18.010,3.0116308,17.0905453,113.670,2873.690
ONEWEB-0209,2021-05-07,23:52:30,-95.469241,-51.144378,5509.85,213.278,35.446,05h38m1.505s,-61:21:58.540,3.0116758,17.0907337,113.887,3982.142
ONEWEB-0198,2021-05-07,22:36:30,-78.333904,-4.194352,21804.68,342.508,56.837,08h18m31.432s,002:43:0.330,3.0082572,17.0764091,097.628,2533.207
ONEWEB-0198,2021-05-07,22:37:30,-77.018306,-40.321930,21831.88,203.294,74.295,08h23m53.754s,-43:21:16.451,3.0083022,17.0765977,097.838,8418.264
ONEWEB-0198,2021-05-07,22:38:30,-70.680390,-76.281246,21833.73,179.984,31.908,09h06m41.229s,-87:17:8.161,3.0083471,17.0767863,098.049,2902.441
